Fe1,Fe2,Fe3,Fe4,Fe5,Fe6,Fe7,Fe8,Fe9,Fe10,Fe11,Fe12,Target
11.788631288926268,-16.359290935779033,-5.30543524458669,-2.742672892236711,0.1220344710592944,-11.489636249922237,1.7292401313032826,-0.3685036904512125,-1.1408154214678463,3.946924910844366,1.180197587748444,-2.218794191726537,0.0
10.277985804858105,-18.249295868026486,-7.360903393089403,-7.438587294339169,-2.658713251661732,-10.362078656282192,3.812199907216123,5.2120786104156585,3.610327494376059,3.677640556853303,1.727231048018012,-2.177583165944004,1.0
9.861421984613406,-18.327155831342104,-7.067978184573904,-4.895261809340823,1.3689815644182246,-8.132613594649175,2.108732190896591,1.0009871035609554,-0.5113371920937296,-1.4139763267557968,-3.729602431934537,-3.7983078654804814,2.0
10.744972514525264,-18.30831759964063,-7.505713686801058,-4.342661554733935,-1.505847172392452,-12.618893172311354,1.4388098051107625,0.2700999177501614,0.8229927745075621,4.51371706561542,0.6113954073062126,-1.4658287346921008,3.0
10.231004647561765,-19.053781917184285,-13.855038753895297,-7.693555290979205,-0.8190050226787765,-13.336552402241486,3.7356742750557808,2.8208196423900804,-0.6171175889392795,1.9986708436341485,-0.5763348546406972,0.1545155610639544,4.0
11.811881958319685,-16.77909839293573,-12.692283581177788,-4.670553337582355,2.074012475965899,-10.841629503300522,5.725840772977459,3.325279170035603,-0.6795005634748548,3.79676758911382,0.4213367036988571,-1.817094751163931,5.0
13.108390642516389,-21.239709972154035,-17.837300975232456,2.024331949218645,2.1853031473562905,-13.679558980155676,11.239795437839732,-0.769322892796319,-7.735896206835774,5.347749271256162,-1.5477811153318404,-3.75049997786362,6.0
10.851042900420657,-21.134158695159773,-12.566028471375535,-4.885517352871103,-0.8788489296941966,-11.311193172261069,6.362172480815056,-0.4395460292115273,-5.339284974669051,1.8202494845883463,1.1485352052101,0.2356664712985494,7.0
11.200126056640334,-20.472109774884075,-9.113188510616345,-4.415693895506808,1.5565093685801688,-8.104012465524418,4.269579428867428,-1.5512267340929424,-4.202312812386409,1.241634891073227,-0.8370138399480491,-2.862748385267999,8.0
10.638313764687208,-18.59568037577569,-15.069951034444912,-6.050893797743488,1.1725823800746795,-10.21511818047156,7.391848913005166,1.3097482993138911,-2.727705598262159,2.933196575546668,-0.470300840392534,-1.861067931470292,9.0
11.792469483268777,-15.133092672907647,-8.601830642390544,-7.278567853666689,-2.329361411827882,-11.245299336522676,2.3743290126172294,-0.8529149857659962,-3.0197816217490967,3.3602014315070234,2.5367579840697347,-0.8687995720371048,0.0
9.847937644798227,-20.676727434899785,-10.409635092752122,-11.133850301573476,-4.593159608305721,-12.515116450696098,0.524323322211236,2.9915699586873927,2.457481485587479,2.5209219092151764,1.1416608756145674,-2.5233769338946144,1.0
10.667561591586631,-22.608973475763936,-7.806923648776883,-7.297969405753608,1.2405819249800192,-6.655827117993903,2.619712538738301,-1.2253042110593244,-2.657705656874201,0.8693922561992072,-0.6077417243657743,-2.5762479001491974,2.0
10.51845254988228,-21.20067736410685,-11.69736349358691,-7.796823212636854,-3.53966334175744,-14.627055033461115,0.3249336536597872,-1.4373076375121658,0.490957903313056,5.514925635792745,1.5592462700922844,0.669829878694885,3.0
9.10744450004117,-22.156563226235363,-13.493429109577248,-11.518524222784404,-2.581785422735451,-10.95076304604894,1.6800285139021849,0.2427228241338148,-1.7913838793042176,-0.4047348358798492,-0.7131863310692895,3.0356200226943124,4.0
10.98640709898334,-20.18647786528132,-14.195747248262204,-10.20008292563291,-0.2549555155160398,-8.76998877968492,8.194536250628966,4.019381972709506,-4.306654518114566,-0.6362585272382825,0.8513851304914029,0.2435320723025359,5.0
11.831636650236677,-22.19632819428622,-14.01874653151812,-3.662223787742017,-1.272458702220708,-12.4979481412748,6.045523666312121,-0.9729701609874069,-5.513195619469942,2.5532266871062186,0.6141498216831051,-3.746215860709398,6.0
11.132702531640948,-20.42399074697145,-17.243122390439275,-9.0278334209647,-0.9536826097284904,-9.688815634114352,9.70171386311907,-0.3274096331783415,-12.066262034792356,-2.848947807664988,1.3908627997016152,1.1793866741614918,7.0
12.284614363117331,-19.54937664255548,-10.720223700815144,-6.712220491036237,1.5128144977308071,-7.4139418160805155,4.748149918384888,-2.023915094683252,-6.169397681163405,0.0485539664520989,0.2209215896418443,-2.396754827342907,8.0
10.422675155250625,-19.187252486718776,-14.884389320092962,-11.306341933090572,-0.4542193577003036,-9.436821992911243,5.801195346294472,-0.092630750645135,-5.898520471236375,1.0081313860268724,0.6362383249695093,-1.8488641198863285,9.0
10.962647723682169,-19.41708402101818,-7.485921238781081,-5.654452097926504,-2.913315863347634,-13.168772713196368,2.9108920258442583,-1.4723161264501927,-4.4693812409535285,2.8042396620291856,1.3052768630285814,-1.3260059480277069,0.0
10.248908699947076,-21.8910142525732,-9.273051627340855,-7.634375487612541,-3.22163267682044,-12.158362246389371,3.5272183309366745,1.214620077470968,-0.4439112288528063,3.723028293503771,0.7874883816877774,-1.6033743948436308,1.0
10.645645201396174,-19.737631051713112,-10.639831041091112,-8.668933909109446,2.141245800710473,-5.218286723224725,4.966846897078258,-3.572608194679607,-6.686876966594374,-1.5661966040452786,-3.573947264960309,-0.7907776226696164,2.0
10.518064126697444,-22.592665540763544,-9.984410691466785,-9.248584701379407,-3.260485948675721,-13.458182436261156,-1.2037365208348318,-1.197609916128198,0.0068167208819216,3.8304694356575273,1.0008150991574394,-1.4159650936506427,3.0
9.684295836376323,-19.17057209447238,-16.496193809027865,-12.426951664834007,-2.968541319991973,-13.130041538614126,5.077046135196379,4.441934709417224,-4.428783464635027,-2.627717737911269,-0.6642914811790159,1.701155557699154,4.0
12.76906752772989,-21.34691540968713,-11.38153706917303,-8.111476679776757,-0.993896575562326,-9.58602880902724,4.466491409964969,0.4307454927624064,-1.4788256365564618,4.047494463009877,1.0694667058219325,-1.9480453950666965,5.0
11.21438373992393,-22.37728015340012,-16.28996065659106,-2.302966289933653,-0.5630926879693989,-13.469707090364004,7.790191650925373,-1.3630254487110338,-7.897557164741978,2.0307766738480963,-0.540860934209946,-2.934349716655825,6.0
10.507306434798682,-22.064393145491927,-12.262625510866917,-7.493420393819095,-1.699417245895428,-10.14009777337484,6.339292332821533,-0.970486768104059,-6.119768763631375,0.3843752289227712,0.3753444041193687,-0.3502253143100096,7.0
10.731008109090512,-21.668352428677213,-10.855619251209497,-7.070868548437427,1.1524338861697696,-8.364044714367846,4.498068497681101,-2.4888026321169203,-5.981409505572446,0.2255514676599626,-0.8678280933047038,-1.5078356066611431,8.0
10.814037446569992,-21.050183206242345,-14.03302039017947,-10.312053388836384,-1.7475995477483826,-10.843133389289497,4.86094927623204,-0.6522120872698727,-3.138285839811336,1.980238395609556,0.2424723750627394,0.7047451943494227,9.0
10.454487945067036,-17.808955201838362,-9.858591628575716,-5.841720322945539,-0.7651165628309824,-12.401981435911113,4.531231568020908,-3.0255689386914217,-8.898032948911675,0.4919264043158809,0.1474396589645102,-0.7641892066553716,0.0
10.649779731325683,-21.79377195232932,-11.444667057198794,-8.913719023835508,-1.82956574816488,-12.310130401141668,3.1422994235916617,3.2103395593783945,-1.3306244129932054,-0.2575865964300365,-0.6587601044831146,-1.011007586438751,1.0
9.587088230266795,-20.2469094196914,-8.18492426702801,-8.31512684635534,-0.2451400400677876,-6.587718530486682,5.198784646348286,-0.583095869455525,-5.587025637197772,-3.562194974913357,-4.687794202441371,-2.229581779697966,2.0
8.8965956481813,-21.253212364889333,-10.797125680147504,-7.422282015228305,-2.8615122235281647,-15.808922567070685,-2.129861668105682,-3.0275586009198943,-1.1812445423112916,4.816181264466428,0.59949181503335,-1.8113885196596484,3.0
9.025422464393555,-18.14352385826976,-14.76936239788851,-13.358971918620409,-3.6724262021464513,-11.852265748210746,3.844915809999397,3.918305934388527,-1.916910750809596,-1.8058256583798395,-2.262486839351551,-0.3426982229209677,4.0
11.338817902067229,-20.0689034598292,-14.299128437401173,-7.716250977963559,-0.2198722895334325,-11.992833473528568,5.423204953299591,1.7432491153199825,-2.522437616409926,0.86078459770339,-1.722597261618566,0.2160623425635815,5.0
12.692467844942758,-23.558313031518693,-18.07981227795782,-3.3379327101881286,-0.9473429165827344,-12.89339268454911,8.358691179276256,-2.335804827448196,-8.724642567024796,1.484226027886152,0.0090878487505,-0.5871139075772425,6.0
11.017196201509028,-23.002767340926106,-14.548094724780666,-7.405083894570938,-1.316178565096974,-10.276350049632155,6.944263397039851,-0.8744583950301951,-8.368472112684683,-0.4129355333090544,2.122831903328412,0.6083582970371264,7.0
11.853950591492817,-20.767932890455818,-11.329595825140627,-6.34884915149104,0.9848832262140644,-7.4902393500201585,6.752176753453916,-2.618150998768405,-8.646868586179567,-1.3199246291447837,-0.7894860518671649,-0.9999628703315824,8.0
10.974382953430982,-17.799427888321624,-15.27641780056173,-11.459066456431492,-0.1706200347305095,-8.014701575193945,7.416353237162829,0.6720279631150131,-4.859759204278106,1.0742020866707305,1.3555588999440855,-0.0700318738453909,9.0
10.894243931939256,-16.634295612681715,-8.86418791328005,-7.230318593214371,-1.7584581170607838,-10.692839131588498,5.246033754441598,-0.7950177051990152,-5.829364063912931,2.417884371763903,2.649859250344721,0.511209456111838,0.0
10.349510106873783,-21.81176500446661,-9.826764784739144,-9.741601043189869,-4.169834938919688,-13.036850451163518,1.5714647440872698,2.106576547660735,-0.1232452364431615,1.1037120325482117,-2.1085330904572146,-4.161838648348482,1.0
9.85408078783701,-22.912600209417548,-8.200076079482391,-7.640963337517533,-0.2279571911194816,-7.99184494682677,2.6705534353880167,-1.811215903307227,-3.615547281313624,-1.073145819035901,-3.031713161210118,-3.23446460728872,2.0
10.059849503937803,-21.70847308729926,-10.7948165445455,-9.414227305349195,-3.714285133924921,-13.068297683944827,1.1338245615272955,-0.1591399213244189,-0.3046158489956087,4.428785321718151,1.816423643692476,0.802191941743745,3.0
10.185279455986342,-19.12200898839748,-16.09471407964315,-11.354597405713273,-3.074296234847381,-14.159806485691602,3.921877209182977,2.70388694210314,-3.4276248639187106,-1.2681617302250336,-1.1031154479753953,2.01618896670682,4.0
